id,name,rank,media,episodes,season,members,score
37863,Diamond Fusion,2780,Music,1,Apr2018-Apr2018,1547,7.19
2675,Doraemon Movie 17: Nobita to Ginga Express,2781,Movie,1,Mar1996-Mar1996,3403,7.19
2655,Doraemon Movie 23: Nobita to Robot Kingdom,2782,Movie,1,Mar2002-Mar2002,4443,7.19
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,2783,Movie,1,Mar2010-Mar2010,2763,7.19
654,Galaxy Angel 3 Specials,2784,Special,2,Nov2003-Nov2003,3155,7.19
36144,Garo: Vanishing Line,2785,TV,24,Oct2017-Mar2018,55065,7.19
2484,Gear Fighter Dendoh,2786,TV,38,Oct2000-Jun2001,2473,7.19
19159,Genshiken Nidaime OVA,2787,OVA,1,Dec2013-Dec2013,14144,7.19
2400,Ghost Sweeper GS Mikami,2788,TV,45,Apr1993-Mar1994,9167,7.19
18411,Gingitsune,2789,TV,12,Oct2013-Dec2013,47359,7.19
15811,Girls & Panzer Specials,2790,Special,6,Dec2012-Jun2013,27373,7.19
35982,Gundam Build Fighters: GM no Gyakushuu,2791,ONA,1,Aug2017-Aug2017,6409,7.19
23279,Gyakusatsu Kikan,2792,Movie,1,Feb2017-Feb2017,34483,7.19
9958,Hayate no Gotoku! Heaven Is a Place on Earth,2793,Movie,1,Aug2011-Aug2011,30909,7.19
958,HeatGuy J,2794,TV,25,Oct2002-Mar2003,14894,7.19
8074,Highschool of the Dead,2795,TV,12,Jul2010-Sep2010,1004518,7.19
469,Karin,2796,TV,24,Nov2005-May2006,146692,7.19
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",2797,Movie,1,Feb2010-Feb2010,2604,7.19
17247,Machine-Doll wa Kizutsukanai,2798,TV,12,Oct2013-Dec2013,244402,7.19
277,Mahoromatic: Motto Utsukushii Mono,2799,TV,14,Sep2002-Jan2003,27786,7.19
1017,Majutsushi Orphen,2800,TV,24,Oct1998-Mar1999,32766,7.19
3345,Mikan Enikki,2801,TV,30,Oct1992-Jun1993,2087,7.19
6164,Aoi Hana,2802,TV,11,Jul2009-Sep2009,72089,7.18
3203,Chibi Maruko-chan Movie,2803,Movie,1,Dec1990-Dec1990,1516,7.18
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,2804,ONA,6,Dec2013-Mar2014,58900,7.18
30711,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,2805,Movie,1,Feb2016-Feb2016,59710,7.18
1352,Cyber City Oedo 808,2806,OVA,3,Jun1990-Oct1991,17803,7.18
4690,Cyborg 009 (1979),2807,TV,50,Mar1979-Mar1980,6723,7.18
5216,D.C.if: Da Capo if,2808,OVA,2,Dec2008-Mar2009,13946,7.18
12879,Dantalian no Shoka: Ibarahime,2809,OVA,1,Aug2012-Aug2012,18803,7.18
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,2810,Movie,1,Mar1992-Mar1992,3764,7.18
2648,Doraemon: 2112-nen Doraemon Tanjou,2811,Movie,1,Mar1995-Mar1995,2676,7.18
3231,Gunslinger Girl: Il Teatrino,2812,TV,13,Jan2008-Apr2008,51485,7.18
3335,Haikara-san ga Tooru,2813,TV,42,Jun1978-Mar1979,3637,7.18
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,2814,OVA,1,Nov2012-Nov2012,24327,7.18
18835,Hakuouki Reimeiroku Tokuten Disc,2815,OVA,2,May2013-May2013,3677,7.18
25159,Inou-Battle wa Nichijou-kei no Naka de,2816,TV,12,Oct2014-Dec2014,290982,7.18
26441,Junketsu no Maria,2817,TV,12,Jan2015-Mar2015,123083,7.18
4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,2818,Movie,1,Apr2009-Apr2009,40807,7.18
5079,Kurokami The Animation,2819,TV,23,Jan2009-Jun2009,102337,7.18
15359,Kyousou Giga (2012),2820,ONA,5,Aug2012-Dec2012,23839,7.18
1422,Lupin III: $1 Money Wars,2821,Special,1,Jul2000-Jul2000,4894,7.18
1416,Lupin III: Dead or Alive,2822,Movie,1,Apr1996-Apr1996,7863,7.18
1164,Mahou Senshi Louie,2823,TV,24,Apr2001-Sep2001,17443,7.18
1941,Moonlight Mile 1st Season: Lift Off,2824,TV,12,Mar2007-May2007,8860,7.18
8917,Mouretsu Pirates,2825,TV,26,Jan2012-Jul2012,63905,7.18
4062,Musashi no Ken,2826,TV,72,Apr1985-Sep1986,1792,7.18
8171,One Piece Recap,2827,OVA,1,Mar2010-Mar2010,15389,7.18
6713,Ranma ½: Nettou Uta Gassen,2828,OVA,2,Nov1990-Nov1990,5384,7.18
1847,Rec: Yurusarezarumono,2829,Special,1,Jun2006-Jun2006,21114,7.18
3624,Seimei no Kagaku: Micro Patrol,2830,OVA,26,1986-1986,1920,7.18
36803,Servamp Movie: Alice in the Garden,2831,Movie,1,Apr2018-Apr2018,14871,7.18
1823,Shin Hakkenden,2832,TV,26,Apr1999-Sep1999,4639,7.18
1362,Street Fighter II Movie,2833,Movie,1,Aug1994-Aug1994,22409,7.18
37886,Wo Shi Jiang Xiaobai (2018),2834,ONA,1,May2018-May2018,1954,7.18
35220,Youkai Apartment no Yuuga na Nichijou,2835,TV,26,Jul2017-Dec2017,52446,7.18
33606,One Piece Film: Gold Episode 0 - 711 ver.,2836,Special,1,Jul2016-Jul2016,14046,7.17
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,2837,Special,1,Dec1999-Dec1999,11303,7.17
613,Onmyou Taisenki,2838,TV,52,Nov2004-Nov2005,5160,7.17
31378,Owari no Seraph: Kyuuketsuki Shahar,2839,OVA,1,May2016-May2016,50267,7.17
31645,Persona 5 the Animation: The Day Breakers,2840,Special,1,Sep2016-Sep2016,41291,7.17
6153,Saint Seiya Recap,2841,Special,1,Jan2003-Jan2003,5685,7.17
22359,Sanzoku no Musume Ronja,2842,TV,26,Oct2014-Mar2015,23420,7.17
4063,Sekirei,2843,TV,12,Jul2008-Sep2008,305613,7.17
3036,Tobe! Isami,2844,TV,50,Apr1995-Mar1996,1596,7.17
1860,Tokyo Majin Gakuen Kenpucho: Tou,2845,TV,14,Jan2007-Apr2007,61222,7.17
21189,"Wake Up, Girls! Shichinin no Idol",2846,Movie,1,Jan2014-Jan2014,19913,7.17
38741,Xue Ying Ling Zhu,2847,ONA,26,Dec2018-Jun2019,1361,7.17
39710,Yesterday wo Utatte,2848,TV,12,Apr2020-Jun2020,170544,7.17
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,2849,OVA,2,Dec2002-Mar2003,13403,7.17
482,Yu☆Gi☆Oh!: Duel Monsters GX,2850,TV,180,Oct2004-Mar2008,144402,7.17
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,2851,Special,1,Jul2010-Jul2010,8758,7.17
11375,.hack//The Movie: Sekai no Mukou ni,2852,Movie,1,Jan2012-Jan2012,15688,7.17
13939,Accel World EX,2853,OVA,2,Sep2012-Jan2013,94724,7.17
394,Ai Yori Aoshi: Enishi,2854,TV,12,Oct2003-Dec2003,49418,7.17
34465,Ao no Exorcist: Kyoto Fujouou-hen OVA,2855,OVA,2,Apr2017-Oct2017,49752,7.17
40532,Appare-Ranman!,2856,TV,13,Apr2020-,61366,7.17
1736,B'T X Neo,2857,OVA,14,Aug1997-Jan1998,4062,7.17
526,Boku no Chikyuu wo Mamotte,2858,OVA,6,Dec1993-Sep1994,12123,7.17
369,Boogiepop wa Warawanai,2859,TV,12,Jan2000-Mar2000,84372,7.17
2043,Cat's Eye,2860,TV,73,Jul1983-Jul1985,13309,7.17
39638,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2861,OVA,1,Jul2019-Jul2019,8577,7.17
2748,Dash! Kappei,2862,TV,65,Oct1981-Dec1982,4068,7.17
1132,Digimon Frontier,2863,TV,50,Apr2002-Mar2003,119138,7.17
2670,Doraemon Movie 12: Nobita no Dorabian Nights,2864,Movie,1,Mar1991-Mar1991,4690,7.17
2222,Dr. Slump: Arale-chan,2865,TV,243,Apr1981-Feb1986,10334,7.17
893,Dragon Ball Movie 4: Saikyou e no Michi,2866,Movie,1,Mar1996-Mar1996,43017,7.17
380,Fushigi Yuugi OVA,2867,OVA,3,Oct1996-Feb1997,19103,7.17
39576,Goblin Slayer: Goblin's Crown,2868,Movie,1,Feb2020-Feb2020,102689,7.17
12419,Guilty Crown: Kiseki - Reassortment,2869,Special,1,Jan2012-Jan2012,31159,7.17
9931,Happy Birthday: Inochi Kagayaku Toki,2870,Movie,1,Jul1999-Jul1999,2797,7.17
3298,Hatenkou Yuugi,2871,TV,10,Jan2008-Mar2008,32696,7.17
23153,Hayate no Gotoku! OVA,2872,OVA,3,Jun2014-Dec2014,10302,7.17
5929,Hi no Ame ga Furu,2873,Movie,1,Sep1988-Sep1988,1200,7.17
665,JoJo no Kimyou na Bouken: Adventure,2874,OVA,7,May2000-Jan2002,47776,7.17
16035,Karneval (TV),2875,TV,13,Apr2013-Jun2013,165775,7.17
34104,Knight's & Magic,2876,TV,13,Jul2017-Sep2017,155313,7.17
2542,Lady Georgie,2877,TV,45,Apr1983-Feb1984,7045,7.17
206,Lodoss-tou Senki: Eiyuu Kishi Den,2878,TV,27,Apr1998-Sep1998,23804,7.17
40483,Murenase! Seton Gakuen,2879,TV,12,Jan2020-Mar2020,98790,7.17
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,2880,Movie,1,Jul2011-Jul2011,50855,7.17
3269,.hack//G.U. Trilogy,2881,Movie,1,Mar2008-Mar2008,28459,7.16
22419,Acchi Kocchi,2882,Movie,1,Jan1962-Jan1962,6595,7.16
16201,Aku no Hana,2883,TV,13,Apr2013-Jun2013,148497,7.16
35834,Angolmois: Genkou Kassenki,2884,TV,12,Jul2018-Sep2018,43313,7.16
10447,Aquarion Evol,2885,TV,26,Jan2012-Jun2012,89470,7.16
1498,Black Blood Brothers,2886,TV,12,Sep2006-Nov2006,88267,7.16
762,Bleach: Memories in the Rain,2887,Special,1,Dec2004-Dec2004,100088,7.16
2036,Cosmic Baton Girl Comet-san☆,2888,TV,43,Apr2001-Jan2002,2877,7.16
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,2889,Movie,1,Apr2000-Apr2000,3673,7.16
424,Dirty Pair,2890,TV,24,Jul1985-Dec1985,19744,7.16
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,2891,Movie,1,Jul1993-Jul1993,84483,7.16
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",2892,Movie,1,Apr2015-Apr2015,105315,7.16
5670,GA: Geijutsuka Art Design Class,2893,TV,12,Jul2009-Sep2009,16789,7.16
33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,2894,Movie,1,Nov2016-Nov2016,5060,7.16
1490,Ginga Tetsudou Monogatari,2895,TV,26,Oct2003-Apr2004,9187,7.16
40656,Girls & Panzer: Taiyaki War!,2896,Special,1,Feb2020-Feb2020,3374,7.16
990,Kamisama Kazoku,2897,TV,13,May2006-Aug2006,41817,7.16
2602,Kenkou Zenrakei Suieibu Umishou,2898,TV,13,Jul2007-Sep2007,33186,7.16
5717,Kiniro no Corda: Secondo Passo,2899,Special,2,Mar2009-Jun2009,29785,7.16
634,Koi Kaze,2900,TV,13,Apr2004-Jun2004,67492,7.16
1335,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,2901,Special,26,Oct2002-Mar2003,22750,7.16
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,2902,TV,13,Oct2003-Dec2003,28978,7.16
189,Love Hina,2903,TV,24,Apr2000-Sep2000,213707,7.16
39972,Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki,2904,OVA,2,Sep2019-Sep2019,6024,7.16
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,2905,OVA,1,Jul2003-Jul2003,3516,7.16
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,2906,OVA,1,Mar2014-Mar2014,38020,7.16
1215,Mobile Suit Gundam SEED C.E.73: Stargazer,2907,ONA,3,Jul2006-Sep2006,19263,7.16
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,2908,Movie,1,May2005-May2005,9517,7.16
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,2909,Movie,1,Mar2006-Mar2006,8467,7.16
38198,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,2910,OVA,1,Nov2018-Nov2018,38355,7.16
4134,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",2911,Special,1,Feb2008-Feb2008,48689,7.16
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,2912,TV,12,Oct2010-Dec2010,525945,7.16
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,2913,TV,26,Apr1998-Oct1998,9056,7.16
9959,Raiyantsuuri no Uta,2914,Movie,1,Jul1994-Jul1994,1177,7.16
2108,Rockman.EXE Axess,2915,TV,51,Oct2003-Sep2004,13618,7.16
3221,Shakugan no Shana-tan Movie,2916,Special,1,Sep2007-Sep2007,22502,7.16
40485,Strike the Blood IV,2917,OVA,12,Apr2020-Jun2021,29534,7.16
9055,Tamayura,2918,OVA,4,Sep2010-Dec2010,34182,7.16
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,2919,Music,1,May2009-May2009,25722,7.16
23587,The iDOLM@STER Cinderella Girls,2920,TV,13,Jan2015-Apr2015,59423,7.16
2577,Tom Sawyer no Bouken,2921,TV,49,Jan1980-Dec1980,5122,7.16
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,2922,OVA,1,Aug2013-Aug2013,77010,7.16
842,Ushio to Tora,2923,OVA,10,Sep1992-Aug1993,10357,7.16
32899,Watashi ga Motete Dousunda,2924,TV,12,Oct2016-Dec2016,240616,7.16
785,Otaku no Video,2925,OVA,2,Sep1991-Dec1991,23334,7.15
15649,Puchimas!: Petit iDOLM@STER,2926,ONA,64,Jan2013-Mar2013,12006,7.15
36732,Qin Shi Ming Yue: Tian Xing Jiu Ge,2927,ONA,60,Mar2016-Jul2018,1044,7.15
41590,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,2928,Movie,1,Nov2019-Nov2019,11155,7.15
32094,Reikenzan: Hoshikuzu-tachi no Utage,2929,TV,12,Jan2016-Mar2016,70301,7.15
2583,Soukou Kihei Votoms: The Last Red Shoulder,2930,OVA,1,Aug1985-Aug1985,3033,7.15
33033,Starmyu OVA,2931,OVA,2,Jul2016-Sep2016,6004,7.15
6169,Tenjoubito to Akutobito Saigo no Tatakai,2932,Movie,1,Apr2009-Apr2009,6984,7.15
6999,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,2933,Special,2,May2009-Sep2009,5452,7.15
3044,Tetsuwan Atom (1980),2934,TV,52,Oct1980-Dec1981,9456,7.15
31370,Tonkatsu DJ Agetarou,2935,TV,12,Apr2016-Jun2016,11261,7.15
17699,Toriko Movie: Bishokushin no Special Menu,2936,Movie,1,Jul2013-Jul2013,5069,7.15
9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,2937,OVA,null,Dec2008-,29287,7.15
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,2938,OVA,1,May2014-May2014,6447,7.15
4896,Umineko no Naku Koro ni,2939,TV,26,Jul2009-Dec2009,174750,7.15
2427,Unico,2940,Movie,1,Mar1981-Mar1981,3872,7.15
32924,Urara Meirochou,2941,TV,12,Jan2017-Mar2017,99148,7.15
28841,"Wake Up, Girls! Seishun no Kage",2942,Movie,1,Sep2015-Sep2015,7606,7.15
41094,Xian Wang de Richang Shenghuo,2943,ONA,15,Jan2020-Mar2020,26248,7.15
1543,Yoake Mae yori Ruriiro na: Crescent Love,2944,TV,12,Oct2006-Dec2006,31892,7.15
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,2945,Movie,1,Jan2010-Jan2010,34251,7.15
53,Ai Yori Aoshi,2946,TV,24,Apr2002-Sep2002,90494,7.15
1205,Aru Tabibito no Nikki,2947,ONA,6,Mar2003-Jun2003,21170,7.15
24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,2948,Special,1,Oct2011-Oct2011,19142,7.15
2589,Black Cat: Toozakaru Neko,2949,Special,1,Jul2006-Jul2006,19199,7.15
24973,Bokura wa Minna Kawai-sou Specials,2950,Special,14,Jul2014-Jan2015,13082,7.15
2354,Devilman: Tanjou-hen,2951,OVA,1,Nov1987-Nov1987,19942,7.15
2677,Doraemon Movie 11: Nobita to Animal Planet,2952,Movie,1,Mar1990-Mar1990,3412,7.15
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,2953,Special,1,Apr2008-Apr2008,13303,7.15
34662,Fate/Apocrypha,2954,TV,25,Jul2017-Dec2017,291879,7.15
1534,Futari wa Precure: Splash☆Star,2955,TV,49,Feb2006-Jan2007,9055,7.15
37884,Golden Kamuy OVA,2956,OVA,1,Sep2018-Sep2018,12808,7.15
38476,Heya Camp△,2957,TV,12,Jan2020-Mar2020,54160,7.15
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,2958,TV,13,Oct2008-Dec2008,9872,7.15
40230,Housekishou Richard-shi no Nazo Kantei,2959,TV,12,Jan2020-Mar2020,32443,7.15
1116,Junkers Come Here,2960,Movie,1,Jul1994-Jul1994,4743,7.15
3223,Kiddy Grade: Truth Dawn,2961,Movie,1,Sep2007-Sep2007,3949,7.15
1556,Kikoushi Enma,2962,OVA,4,Aug2006-Mar2007,16786,7.15
4195,Kodomo no Jikan: Ni Gakki,2963,OVA,3,Feb2009-Jul2009,27691,7.15
34389,Koro-sensei Quest!,2964,ONA,12,Dec2016-Mar2017,32224,7.15
8068,Kuroshitsuji Picture Drama,2965,Special,1,Jan2010-Jan2010,18000,7.15
690,Kyuuketsuhime Miyu (TV),2966,TV,26,Oct1997-Mar1998,30167,7.15
8424,MM!,2967,TV,12,Oct2010-Dec2010,193956,7.15
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,2968,Movie,1,Jul2001-Jul2001,3617,7.15
14817,Mouretsu Pirates: Abyss of Hyperspace,2969,Movie,1,Feb2014-Feb2014,11252,7.15
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,2970,TV,51,Apr2012-Mar2013,57048,7.15
34350,Alice to Zouroku,2971,TV,12,Apr2017-Jun2017,92908,7.14
36800,Amanchu! Advance,2972,TV,12,Apr2018-Jun2018,25663,7.14
37338,Chuukan Kanriroku Tonegawa,2973,TV,24,Jul2018-Dec2018,28066,7.14
36633,Date A Live III,2974,TV,12,Jan2019-Mar2019,176165,7.14
2123,Digimon X-Evolution,2975,Movie,1,Jan2005-Jan2005,17175,7.14
11783,Dog Days',2976,TV,13,Jul2012-Sep2012,84445,7.14
5760,Dororo to Hyakkimaru,2977,TV,26,Apr1969-Sep1969,9479,7.14
14829,Fate/kaleid liner Prisma☆Illya,2978,TV,10,Jul2013-Sep2013,195791,7.14
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,2979,OVA,1,Apr2009-Apr2009,23032,7.14
1845,Gaiking: Legend of Daiku-Maryu,2980,TV,39,Nov2005-Sep2006,3780,7.14
31737,Gakusen Toshi Asterisk 2nd Season,2981,TV,12,Apr2016-Jun2016,275627,7.14
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",2982,TV,23,Oct2018-Mar2019,22654,7.14
3222,Kiddy Grade: Maelstrom,2983,Movie,1,Jun2007-Jun2007,3955,7.14
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,2984,Special,1,Dec2015-Dec2015,1402,7.14
12175,Koi to Senkyo to Chocolate,2985,TV,12,Jul2012-Sep2012,165948,7.14
33605,Ling Qi,2986,ONA,20,Jun2016-Nov2016,55223,7.14
40246,Love Live! School Idol Festival All Stars,2987,ONA,1,Sep2018-Sep2018,2672,7.14
631,Mahoromatic Summer Special,2988,Special,1,Aug2003-Aug2003,9779,7.14
2044,Mahou no Tenshi Creamy Mami,2989,TV,52,Jul1983-Jun1984,9560,7.14
10397,Mashiro-iro Symphony: The Color of Lovers,2990,TV,12,Oct2011-Dec2011,122118,7.14
40900,Mr.AFFECTiON,2991,Music,1,Dec2019-Dec2019,865,7.14
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,2992,TV,26,Apr2017-Sep2017,8817,7.14
32013,Oshiete! Galko-chan,2993,TV,12,Jan2016-Mar2016,120721,7.14
33949,Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,2994,OVA,1,Jan2017-Jan2017,21207,7.14
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,2995,Movie,1,Mar2010-Mar2010,4798,7.14
15905,Qin Shi Ming Yue: Wanli Changcheng,2996,TV,37,Sep2012-2013,980,7.14
3363,RD Sennou Chousashitsu,2997,TV,26,Apr2008-Oct2008,22230,7.14
16051,Ro-Kyu-Bu! SS,2998,TV,12,Jul2013-Sep2013,31217,7.14
2543,Robin Hood no Daibouken,2999,TV,52,Jul1990-Oct1992,6303,7.14
1835,Ryuusei no Rockman,3000,TV,55,Oct2006-Oct2007,10313,7.14
1124,Seikai no Danshou: Tanjou,3001,Special,1,Aug2000-Aug2000,7185,7.14
1108,Senkaiden Houshin Engi,3002,TV,26,Jul1999-Dec1999,14244,7.14
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,3003,TV,9,Jan2009-Mar2009,33994,7.14
37449,Strike the Blood III,3004,OVA,10,Dec2018-Sep2019,59811,7.14
33036,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,3005,Movie,1,Dec2016-Dec2016,60809,7.14
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,3006,Movie,1,Feb2016-Feb2016,3270,7.14
1101,Tenchi Muyou! Manatsu no Eve,3007,Movie,1,Aug1997-Aug1997,13192,7.14
4705,Tengen Toppa Gurren Lagann: Parallel Works,3008,Music,8,Jun2008-Sep2008,28999,7.14
38480,Toaru Kagaku no Accelerator,3009,TV,12,Jul2019-Sep2019,122093,7.14
10321,Uta no☆Prince-sama♪ Maji Love 1000%,3010,TV,13,Jul2011-Sep2011,157309,7.14
1932,Yes! Precure 5,3011,TV,49,Feb2007-Jan2008,11274,7.14
1246,Yuugo: Koushounin,3012,TV,13,Feb2004-May2004,9620,7.14
459,One Piece Movie 1,3013,Movie,1,Mar2000-Mar2000,73761,7.13
37902,One Piece: Episode of Sorajima,3014,Special,1,Aug2018-Aug2018,15512,7.13
31756,Owari no Seraph: The Beginning of the End,3015,Special,1,Oct2015-Oct2015,35813,7.13
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,3016,Movie,1,Mar2013-Mar2013,3378,7.13
31564,Sansha Sanyou,3017,TV,12,Apr2016-Jun2016,50636,7.13
678,Shadow Skill: Eigi,3018,TV,26,Jul1998-Dec1998,11069,7.13
2117,Shin Captain Tsubasa,3019,OVA,13,Jul1989-Jul1990,8773,7.13
34642,Shingeki no Bahamut: Genesis - Short Story,3020,ONA,2,Dec2016-Feb2017,19205,7.13
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",3021,OVA,1,Aug2016-Aug2016,4840,7.13
36475,Sword Art Online Alternative: Gun Gale Online,3022,TV,12,Apr2018-Jul2018,353493,7.13
27899,Tokyo Ghoul √A,3023,TV,12,Jan2015-Mar2015,1048580,7.13
33589,ViVid Strike!,3024,TV,12,Oct2016-Dec2016,48605,7.13
37936,Wu Shan Wu Xing,3025,ONA,3,Jul2020-Aug2020,3322,7.13
3692,Yes! Precure 5 GoGo!,3026,TV,48,Feb2008-Jan2009,6864,7.13
11339,A-Channel+smile,3027,OVA,2,Mar2012-Mar2012,19317,7.13
39610,ACCA: 13-ku Kansatsu-ka - Regards,3028,OVA,1,Feb2020-Feb2020,9097,7.13
37204,Aikatsu Friends!,3029,TV,50,Apr2018-Mar2019,7781,7.13
2333,Anime Sanjuushi,3030,TV,52,Oct1987-Feb1989,3611,7.13
1576,Bakumatsu Kikansetsu Irohanihoheto,3031,ONA,26,Oct2006-Apr2007,34541,7.13
7059,Black★Rock Shooter (OVA),3032,OVA,1,Jul2010-Jul2010,158375,7.13
1312,Chikyuu Bouei Kigyou Dai-Guard,3033,TV,26,Oct1999-Mar2000,7245,7.13
2962,Digimon Adventure 02 Movies,3034,Movie,2,Jul2000-Jul2000,37895,7.13
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,3035,Movie,1,Mar1989-Mar1989,2420,7.13
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,3036,Movie,1,Mar2012-Mar2012,2312,7.13
9723,Hakuouki Hekketsuroku Episode 0,3037,Special,1,Oct2010-Oct2010,11584,7.13
5983,Higepiyo,3038,TV,39,Apr2009-Feb2010,5275,7.13
3027,Hokuto no Ken: Yuria-den,3039,OVA,1,Feb2007-Feb2007,6518,7.13
39538,Hoozuki no Reitetsu 2nd Season OVA,3040,OVA,3,Sep2019-Aug2020,2904,7.13
34787,Idol Time PriPara,3041,TV,51,Apr2017-Mar2018,3999,7.13
3270,IGPX: Immortal Grand Prix (2005),3042,TV,13,Oct2005-Mar2006,15967,7.13
2745,Jigoku Sensei Nube OVA,3043,OVA,3,Jun1998-May1999,2356,7.13
21563,Kamigami no Asobi,3044,TV,12,Apr2014-Jun2014,107399,7.13
144,Kanon,3045,TV,13,Jan2002-Mar2002,53415,7.13
2335,Kenyuu Densetsu Yaiba,3046,TV,52,Apr1993-Apr1994,7203,7.13
3421,Kodomo no Omocha,3047,OVA,1,Dec1995-Dec1995,4672,7.13
6016,Kyoushoku Soukou Guyver (1989),3048,OVA,6,Sep1989-Feb1990,10075,7.13
1397,Macross 7,3049,TV,49,Oct1994-Sep1995,23076,7.13
2736,Mojakou,3050,TV,74,Oct1995-Mar1997,1833,7.13
30014,Momokuri,3051,ONA,26,Dec2015-Feb2016,63698,7.13
30307,Monster Musume no Iru Nichijou,3052,TV,12,Jul2015-Sep2015,469111,7.13
1738,Muteki Kanban Musume,3053,TV,12,Jul2006-Sep2006,16316,7.13
11021,Muv-Luv Alternative: Total Eclipse,3054,TV,24,Jul2012-Dec2012,76617,7.13
1732,Negima!? Natsu Special!?,3055,OVA,1,Nov2006-Nov2006,15765,7.13
36625,Ajin 2nd Season OVA,3056,OVA,1,Apr2017-Apr2017,8738,7.12
31588,All Out!!,3057,TV,25,Oct2016-Mar2017,82299,7.12
40295,Another World,3058,ONA,3,Sep2019-Oct2019,12908,7.12
10647,Ao no Exorcist: Ura Ex,3059,Special,10,Jun2011-Mar2012,69045,7.12
2920,Ashita no Joe (Movie),3060,Movie,1,Mar1980-Mar1980,3537,7.12
568,Bubblegum Crisis Tokyo 2040,3061,TV,26,Oct1998-Apr1999,28993,7.12
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,3062,Special,9,Aug2008-Apr2009,31047,7.12
9200,Dae Jang Geum: Jang Geum's Dream 2,3063,TV,26,Mar2007-Sep2007,1065,7.12
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,3064,Movie,1,Mar1988-Mar1988,2470,7.12
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,3065,OVA,1,Dec2016-Dec2016,111517,7.12
6361,ef: A Tale of Memories. - Prologue,3066,Special,1,Aug2007-Aug2007,26815,7.12
2987,Ginga Hyouryuu Vifam,3067,TV,46,Oct1983-Sep1984,2741,7.12
